team,year,position,depth,first_name,last_name
KC,2014,WR,3,De'Anthony,Thomas
KC,2014,RB,3,Cyrus,Gray
MIA,2014,RB,1,Lamar,Miller
MIA,2014,RB,2,Knowshon,Moreno
MIA,2014,RB,3,Damien,Williams
MIN,2014,RB,1,Adrian,Peterson
MIN,2014,RB,2,Matt,Asiata
MIN,2014,RB,3,Jerick,McKinnon
NE,2014,RB,1,Stevan,Ridley
NE,2014,RB,1,Shane,Vereen
NE,2014,RB,2,Brandon,Bolden
NE,2014,RB,2,James,White
NE,2014,FB,3,James,Develin
NO,2014,RB,1,Mark,Ingram II
NO,2014,RB,2,Khiry,Robinson
NO,2014,RB,3,Pierre,Thomas
NO,2014,RB,3,Travaris,Cadet
NYG,2014,RB,1,Rashad,Jennings
NYG,2014,RB,2,Andre,Williams
NYG,2014,FB,3,Peyton,Hillis
NYJ,2014,RB,1,Chris,Ivory
NYJ,2014,RB,2,Chris,Johnson
NYJ,2014,RB,3,Bilal,Powell
OAK,2014,RB/KR,1,Maurice,Jones-Drew
OAK,2014,RB,2,Darren,McFadden
OAK,2014,RB,3,Latavius,Murray
PHI,2014,RB,1,LeSean,McCoy
PHI,2014,RB,2,Darren,Sproles
PHI,2014,RB,3,Chris,Polk
PIT,2014,RB,1,Le'Veon,Bell
PIT,2014,RB,2,LeGarrette,Blount
PIT,2014,RB,3,Dri,Archer
SD,2014,RB,1,Ryan,Mathews
SD,2014,RB,2,Danny,Woodhead
SD,2014,RB,3,Donald,Brown
SEA,2014,RB,1,Marshawn,Lynch
SEA,2014,RB,2,Robert,Turbin
SEA,2014,RB,3,Christine,Michael
SF,2014,RB,1,Frank,Gore
SF,2014,RB,2,Carlos,Hyde
SF,2014,RB,3,LaMichael,James
STL,2014,RB,1,Zac,Stacy
STL,2014,RB,2,Benny,Cunningham Jr.
STL,2014,RB,2,Chase,Reynolds
STL,2014,RB,3,Trey,Watts
STL,2014,RB,3,Tre,Mason
TB,2014,RB,1,Doug,Martin
TB,2014,RB,2,Bobby,Rainey
TB,2014,RB,3,Mike,James
TEN,2014,RB,1,Shonn,Greene
TEN,2014,RB,2,Bishop,Sankey
TEN,2014,RB/KR,3,Leon,Washington
TEN,2014,RB,3,Dexter,McCluster
ARI,2015,RB,1,Andre,Ellington
ARI,2015,RB,2,Chris,Johnson
ARI,2015,RB,3,David,Johnson
ATL,2015,RB,1,Tevin,Coleman
ATL,2015,RB,2,Devonta,Freeman
ATL,2015,RB,3,Terron,Ward
BUF,2015,RB,1,LeSean,McCoy
BUF,2015,RB,2,Anthony,Dixon
BUF,2015,RB,3,Karlos,Williams
CAR,2015,RB,1,Jonathan,Stewart
CAR,2015,TE,2,Richie,Brockel
CAR,2015,RB,3,Cameron,Artis-Payne
CHI,2015,RB,1,Matt,Forte
CHI,2015,RB,2,Jacquizz,Rodgers
CHI,2015,RB,3,Jeremy,Langford
CHI,2015,RB,3,Ka'Deem,Carey
CLE,2015,RB,1,Isaiah,Crowell
CLE,2015,RB,2,Duke,Johnson
DAL,2015,RB,1,Joseph,Randle
DAL,2015,RB,2,Darren,McFadden
DAL,2015,RB,3,Christine,Michael
DAL,2015,RB,3,Lance,Dunbar
DEN,2015,RB,1,C.J.,Anderson
DEN,2015,RB,2,Ronnie,Hillman
DEN,2015,RB,3,Juwan,Thompson
DET,2015,RB,1,Joique,Bell
DET,2015,RB,2,Theo,Riddick
DET,2015,RB,3,Ameer,Abdullah
DET,2015,FB,3,Michael,Burton
DET,2015,RB,3,Zach,Zenner
GB,2015,RB,1,Eddie,Lacy
GB,2015,RB,2,James,Starks
GB,2015,RB,3,Alonzo,Harris
HOU,2015,RB,1,Arian,Foster
HOU,2015,RB,2,Alfred,Blue
HOU,2015,RB,3,Chris,Polk
HOU,2015,RB,3,Jonathan,Grimes
IND,2015,RB,1,Frank,Gore
IND,2015,RB,2,Vick,Ballard
IND,2015,RB,3,Josh,Robinson
JAC,2015,RB,1,T.J.,Yeldon
JAC,2015,RB,2,Denard,Robinson
JAC,2015,RB,3,Toby,Gerhart
KC,2015,RB,1,Jamaal,Charles
KC,2015,RB,2,Knile,Davis
KC,2015,RB,3,Charcandrick,West
MIA,2015,RB,1,Lamar,Miller
MIA,2015,RB,2,Damien,Williams
MIA,2015,RB,3,LaMichael,James
NE,2015,RB,1,Brandon,Bolden
NE,2015,RB,1,James,White
NE,2015,RB,2,Travaris,Cadet
NE,2015,RB,2,Dion,Lewis
NO,2015,RB,1,Mark,Ingram II
NO,2015,RB,2,Khiry,Robinson
NO,2015,RB,3,C.J.,Spiller
NYG,2015,RB,1,Rashad,Jennings
NYG,2015,RB,2,Andre,Williams
NYG,2015,RB,3,Shane,Vereen
NYG,2015,RB,3,Orleans,Darkwa
NYJ,2015,RB,1,Chris,Ivory
NYJ,2015,RB,2,Bilal,Powell
NYJ,2015,RB,3,Zac,Stacy
OAK,2015,RB,1,Latavius,Murray
OAK,2015,RB,2,Taiwan,Jones
OAK,2015,RB,3,Roy,Helu
PHI,2015,RB,1,DeMarco,Murray
PHI,2015,RB,2,Ryan,Mathews
PHI,2015,RB,3,Darren,Sproles
PIT,2015,RB,2,DeAngelo,Williams
PIT,2015,RB,3,Dri,Archer
SD,2015,RB,1,Melvin,Gordon III
SD,2015,RB,2,Danny,Woodhead
SD,2015,RB,3,Branden,Oliver
SEA,2015,RB,1,Marshawn,Lynch
SEA,2015,RB,2,Fred,Jackson
SEA,2015,RB,3,Thomas,Rawls
SF,2015,RB,1,Carlos,Hyde
SF,2015,RB,1,Mike,Davis
SF,2015,RB,2,Reggie,Bush
SF,2015,RB,3,Jarryd,Hayne
STL,2015,RB,1,Tre,Mason
STL,2015,RB,2,Todd,Gurley
STL,2015,RB,3,Benny,Cunningham Jr.
TB,2015,RB,1,Doug,Martin
TB,2015,RB,2,Charles,Sims
TB,2015,RB,3,Bobby,Rainey
ARI,2016,RB,1,David,Johnson
ARI,2016,RB,2,Chris,Johnson
ARI,2016,RB,3,Andre,Ellington
ATL,2016,RB,1,Devonta,Freeman
ATL,2016,RB,2,Tevin,Coleman
ATL,2016,RB,3,Terron,Ward
BAL,2016,RB,1,Justin,Forsett
BAL,2016,RB,2,Terrance,West
BAL,2016,RB,3,Javorius,Allen
BUF,2016,RB,1,LeSean,McCoy
BUF,2016,RB,2,Mike,Gillislee
BUF,2016,RB,3,Reggie,Bush
CAR,2016,RB,1,Jonathan,Stewart
CAR,2016,RB,2,Fozzy,Whittaker
CAR,2016,RB,3,Cameron,Artis-Payne
CHI,2016,RB,1,Jeremy,Langford
CHI,2016,RB,2,Ka'Deem,Carey
CHI,2016,RB,3,Jordan,Howard
CLE,2016,RB,1,Isaiah,Crowell
CLE,2016,RB,2,Duke,Johnson
CLE,2016,RB,3,George,Atkinson III
DAL,2016,RB,1,Ezekiel,Elliott
DAL,2016,RB,2,Alfred,Morris
DAL,2016,RB,3,Lance,Dunbar
DEN,2016,RB,1,C.J.,Anderson
DEN,2016,RB,2,Devontae,Booker
DEN,2016,RB,3,Kapri,Bibbs
DET,2016,RB,1,Ameer,Abdullah
DET,2016,RB,2,Theo,Riddick
DET,2016,FB,3,Michael,Burton
GB,2016,RB,1,Eddie,Lacy
GB,2016,RB,2,James,Starks
GB,2016,RB,3,Jhurell,Pressley
IND,2016,RB,1,Frank,Gore
IND,2016,RB,2,Robert,Turbin
IND,2016,RB,3,Jordan,Todman
IND,2016,RB,3,Josh,Ferguson
JAC,2016,RB,1,T.J.,Yeldon
JAC,2016,RB,2,Chris,Ivory
JAC,2016,RB,3,Denard,Robinson
KC,2016,RB,1,Jamaal,Charles
KC,2016,RB,2,Charcandrick,West
KC,2016,RB,3,Spencer,Ware
MIA,2016,RB,1,Arian,Foster
MIA,2016,RB,2,Jay,Ajayi
MIA,2016,RB,3,Damien,Williams
NE,2016,RB,1,James,White
NE,2016,RB,1,LeGarrette,Blount
NE,2016,RB,2,Brandon,Bolden
NE,2016,FB,2,James,Develin
NE,2016,RB,3,D.J.,Foster
NO,2016,RB,1,Mark,Ingram II
NO,2016,RB,2,Tim,Hightower
NO,2016,RB,2,Travaris,Cadet
NO,2016,RB,3,Marcus,Murphy
NO,2016,RB,3,Daniel,Lasco
NO,2016,RB,3,C.J.,Spiller
NYG,2016,RB,1,Rashad,Jennings
NYG,2016,RB,2,Bobby,Rainey
NYG,2016,RB,2,Shane,Vereen
NYG,2016,RB,3,Paul,Perkins
NYG,2016,RB,3,Orleans,Darkwa
NYJ,2016,RB,1,Matt,Forte
NYJ,2016,RB,2,Bilal,Powell
NYJ,2016,RB,3,Troymaine,Pope
OAK,2016,RB,1,Latavius,Murray
OAK,2016,RB,2,Taiwan,Jones
OAK,2016,RB,3,DeAndre,Washington
PHI,2016,RB,1,Ryan,Mathews
PHI,2016,RB,2,Darren,Sproles
PHI,2016,RB,3,Kenjon,Barner
PIT,2016,RB,1,DeAngelo,Williams
PIT,2016,RB,2,Fitzgerald,Toussaint
PIT,2016,RB,3,Daryl,Richardson
SD,2016,RB,1,Melvin,Gordon III
SD,2016,RB,2,Danny,Woodhead
SD,2016,RB,3,Kenneth,Farrow
SEA,2016,RB,1,Christine,Michael
SEA,2016,RB,2,Thomas,Rawls
SEA,2016,RB,3,C.J.,Prosise
SF,2016,RB,2,Shaun,Draughn
SF,2016,RB,3,Mike,Davis
TB,2016,RB,1,Doug,Martin
TB,2016,RB,2,Charles,Sims
TEN,2016,RB,1,DeMarco,Murray
TEN,2016,RB,2,Derrick,Henry
TEN,2016,RB,3,Antonio,Andrews
